text;label;relevance
agricultural growth corridor programme - capital agricultural growth corridor programme - capital to raise rural incomes and increase food security by contributing to the improvements in the business environment for commercial agriculture in tanzania(especially the southern corridor), as well as growth in number and scale of commercial agribusinesses;Agricultural productivity for smallholder farmers in Africa;0.0
agricultural programme for small scale farmers to improve land tenure ownership and economic sustainability alagoas agricultural extension agricultural programme for small scale farmers to improve land tenure ownership and economic sustainability alagoas;;0.0
agricultural training in mozambique;Agric. Ed./Training;0.0
agriculture & food security in agriculture & food security in agriculture and food security projectchittagong hill tracts through implementing as national implementation modality.;Food Sec. Prog./Alimentaria;0.0
agriculture -  section 416(b) voluntary organizations - ocean freight food security programmes/food aid : agriculture - ocean freight ocean freight  sponsor: fftp   290 mtns of corn in packages of 50 kg;Ocean freight AP flour aid, sponsors Care, STC, AKF;0.0
agriculture - food for progress - ccc funded - ocean freight food security programmes/food aid : agriculture - ocean freight ocean freight  sponsor: care   398 mtns of nonfat dry milk in packages of 25 kg;Ocean freight AP flour aid, sponsors Care, STC, AKF;0.0
agriculture - food for progress - ccc funded - ocean freight food security programmes/food aid : agriculture - ocean freight ocean freight  sponsor: stc   248 mtns of nonfat dry milk in packages of 25 kg;Ocean freight AP flour aid, sponsors Care, STC, AKF;0.0
agriculture - recherche agronomique agriculture - recherche agronomique agriculture - recherche agronomique - actions de coopération internationale des collectivités territoriales pour le développement - conseil départemental - conseil départemental des bouches du rhône;Agric Dev (Agri, Proj);0.0
agriculture and food security support in chad agriculture and food security support in chad agriculture and food security support in chad;Outlier Topic;0.0
agriculture is the science and practice of food feed and fiber production including forestry wildlife fisheries aquaculture and floraculture and its relationships to natural resources processing marketing distribution utilization including nutrition and trade agriculture agriculture;;0.0
agriculture paysanne durable - burundi agriculture paysanne durable - burundi background  sle présent programme s¿inscrit dans la continuité du programme triennal précédent d¿ef (07/2008-06/2011) qui visait déjà àpromouvoir l¿agriculture paysanne (ap) par des démarches citoyennes dans une perspective de souveraineté alimentaire (sa), au nord et au sud.les deux programmes triennaux concrétisent les engagements stratégiques pris par ef dans son cadre stratégique (cs) de six ans afin de contribuer à la réalisation des objectifs du millénaire pour le développement (omd), en particulier le premier objectif d¿eliminer l¿extrême pauvreté et la faim, objectif par ailleurs repris dans les priorités de la coopération belge, en ciblant la sa, à travers l¿appui à l¿agriculture paysanne (ap), comme une stratégie prioritaire.le précédent programme a fait l¿objet d¿une évaluation externe, par le bureau de consultance dris dont un exemplaire a étéremis à la dgd. ef et ses partenaires ont conçu et élaboré le présent programme triennal en tenant compte des observations et recommandations majeures de l¿évaluation externe.le programme triennal 2011-2014 vise à construire sur les acquis du programme précédent en faisant plusieurs sauts qualitatifs pour la promotion de l¿ap durable comme modèle de développement au nord et au sud, avec pour objectif final d¿améliorer les conditions de vie des populations démunies en renforçant leurs capacités à agir pour leur propre développement et en promouvant des changements de mentalités, de comportements et de politiques au nord. general objectives  objectif global: dans une perspective de souveraineté alimentaire, consolider l¿agriculture paysanne par des démarchescitoyennes comme un modèle de développement durable au nord et au sud  specific objectives  objectif sud 2- burundiau burundi, 2.275 ménages, membres des organisations de base de bujumbura rural, soit11.375 personnes bénéficiaires : 5.232 hommes et 6.143 femmes, ont fait valoir leur droit à une alimentation correcte et des revenus décents grâce à des initiatives réussies en agriculture paysanne durable, de la production à la commercialisation. results  oss2- burundirésultat rs 21 : 2.275 ménages des membres des organisations de base et d¿agriculteurs animateurs de bujumbura disposent des connaissances et moyens pour exercer pleinement leur droit à une production agricole durable et à des élevages de qualitérésultat rs 22 :111 associations de base de bujumbura rural, ont accès à des moyens de stockage et de transformation suivant les nécessités de leurs productions.résultat rs 231.138 ménages, membres des associations debase et des agriculteurs animateurs de bujumbura rural, développent la commercialisation de leurs productions encréant de nouveaux débouchés et accès au marché.résultat rs 24des systèmes de plaidoyer et de lobbying appropriés sont mis en place pour promouvoir l¿agriculture paysanne et la souveraineté alimentaire.;Agricultural productivity for smallholder farmers in Africa;0.0
