Topic,Count,Name,CustomName,Representation,Zephyr,Representative_Docs
37,5022,37_floods_typhoon_flood_emergency,"Flood relief: Philippines, Pakistan","['floods', 'typhoon', 'flood', 'emergency', 'cyclone', 'affected', 'humanitarian', 'relief', 'philippines', 'haiyan']","['\nFlood relief: Philippines, Pakistan', '', '', '', '', '', '', '', '', '']","['humanitarian assistance - assistance victims affected by flood humanitarian assistance - assistance victims affected by flood emergency assistance victims affected by flood', 'emergency grant aid in response to the flood disaster in pakistan emergency grant aid in response to the flood disaster in pakistan humanitarian assistance for the refugees and host communities affected by the pakistan floods', 'humanitarian aid humanitarian aid emergency assistance to families affected by monsoon floods in pakistan']"
38,5462,38_poverty_reduction_alleviation_pauvreté,Poverty Reduction Support,"['poverty', 'reduction', 'alleviation', 'pauvreté', 'pauvrete', 'prsc', 'credit', 'poor', 'rural', 'pobreza']","['\nPoverty Reduction Support', '', '', '', '', '', '', '', '', '']","['support to poverty reduction support to poverty reduction support to poverty reduction', 'support for poverty reduction support for poverty reduction pnp', 'localizing poverty reduction localizing poverty reduction localizing poverty reduction (lpr)']"
39,4318,39_housing_viviendas_low_vivienda,"Low-cost Housing: Viviendas, Slums, Digna","['housing', 'viviendas', 'low', 'vivienda', 'slum', 'logement', 'houses', 'familias', 'anantapur', 'families']","['\nLow-cost Housing: Viviendas, Slums, Digna', '', '', '', '', '', '', '', '', '']","[' housing, hyderabad ', 'proefproject voor ecologische housing ', 'housing expences housing expences ']"
40,4427,40_export_border_control_related,Export Border Control Sec Assist Enf,"['export', 'border', 'control', 'related', 'security', 'assistance', 'exbs', 'travel', 'interdiction', 'enforcement']","['\nExport Border Control Sec Assist Enf', '', '', '', '', '', '', '', '', '']","['export control and related border security assistance, dhs/uscg overhead export control and related border security assistance, dhs/uscg overhead dhs/uscg overhead for fy13', 'export control and related border security assistance, fy20 icitap cbp fedcep export control and related border security assistance, fy20 icitap cbp fedcep fy20 icitap cbp fedcep', 'export control and related border security assistance export control and related border security assistance enforcement/interdiction: export control and related border security assistance']"
41,4832,41_multisector_aid_plurisectorielle_multi,Multisect. Aid '07-'08,"['multisector', 'aid', 'plurisectorielle', 'multi', 'secteurs', 'adplan', 'aide', 'autres', 'coordination', 'comp']","[""\nMultisect. Aid '07-'08"", '', '', '', '', '', '', '', '', '']","['epic multisector aid ', 'rips multisector aid ', 'idpp multisector aid ']"
42,4109,42_corruption_anti_transparency_integrity,Anti-Corr. Transp. Integrity,"['corruption', 'anti', 'transparency', 'integrity', 'laundering', 'accountability', 'eiti', 'money', 'extractive', 'u4']","['\nAnti-Corr. Transp. Integrity', '', '', '', '', '', '', '', '', '']","['anti-corruption anti-corruption ', 'anti-corruption anti-corruption anti-corruption', 'nsc anti corruption nsc anti corruption ']"
43,4096,43_solar_solaire_photovoltaic_power,Solar PV Energy,"['solar', 'solaire', 'photovoltaic', 'power', 'energy', 'pv', 'installation', 'panels', 'grid', 'electricity']","['\nSolar PV Energy', '', '', '', '', '', '', '', '', '']","['oolu solar gda oolu solar gda oolu solar gda', 'providencia solar providencia solar providencia solar- neoen', 'sasia: solar sasia: solar ']"
44,4928,44_title_usaid_cost_commodity,USaid Title II Food Aid Commodity Costs,"['title', 'usaid', 'cost', 'commodity', 'food', 'aid', 'freight', 'itsh', 'ii', 'prepositioning']","['\nUSaid Title II Food Aid Commodity Costs', '', '', '', '', '', '', '', '', '']","['commodity cost of usaid title ii food aid for other emergency commodity cost of usaid title ii food aid for other emergency usaid title ii food aid for other emergency through world food program.  commodity cost of wheat flour bread / metric tons: 2,630.', 'commodity cost of usaid title ii food aid for other emergency commodity cost of usaid title ii food aid for other emergency usaid title ii food aid for other emergency through world food program. commodity cost of lentils / metric tons: 730.', 'commodity cost of usaid title ii food aid for other emergency commodity cost of usaid title ii food aid for other emergency usaid title ii food aid for other emergency through world food program. commodity cost of wheat, soy blend / metric tons: 630.']"
45,4061,45_irrigation_drainage_rehabilitation_canal,"Irrig Projects: Rehab, Drain, Canal, Agri","['irrigation', 'drainage', 'rehabilitation', 'canal', 'irrigated', 'project', 'agricultural', 'water', 'agriculture', 'system']","['\nIrrig Projects: Rehab, Drain, Canal, Agri', '', '', '', '', '', '', '', '', '']","[' tapakuma. irrigation project ', 'bewã„sserungsprojekt irrigation project ', 'muhuri irrigation project muhuri irrigation project muhuri irrigation project']"
46,3915,46_tb_tuberculosis_dots_tuberculose,TB Control: Detection & Treatment,"['tb', 'tuberculosis', 'dots', 'tuberculose', 'mdr', 'control', 'patients', 'drug', 'resistant', 'treatment']","['\nTB Control: Detection & Treatment', '', '', '', '', '', '', '', '', '']","['tuberculosis tuberculosis control reduce the number of deaths caused by tb by increasing detection of cases of tb and by successfully treating detected cases as well as addressing issues of multi-drug resistant tb tb and hiv and investing in new tools for tb. [johns hopkins university]', 'tb bestrijding kncv tb prevention tmf tb bestrijding kncv', 'tuberculosis tuberculosis reduce the number of deaths caused by tb by increasing detection of cases of tb and by successfully treating detected cases, as well as addressing issues of multi-drug resistant tb, tb and hiv, and investing in new tools for tb. [international union against tuberculosis and lung disease]']"
47,4285,47_rehabilitation_rehab_réhabilitation_hospital,Rehab Proj Hosp Care,"['rehabilitation', 'rehab', 'réhabilitation', 'hospital', 'disability', 'rehabilitation12110', 'travaux', 'sante', 'centre', 'rehabilitación']","['\nRehab Proj Hosp Care', '', '', '', '', '', '', '', '', '']","['rehabilitation de la snim rehabilitation de la snim ', 'rehabilitation of bamenda bamb rehabilitation of bamenda / bambuir ', 'zwe stc (n) eline rehab eline rehabilitation ']"
48,3927,48_culture_cultural_recreation_arts,Culture & Recreation Collab.,"['culture', 'cultural', 'recreation', 'arts', 'art', 'culturelle', 'artistique', 'artists', 'culturelles', 'culturel']","['\nCulture & Recreation Collab.', '', '', '', '', '', '', '', '', '']","['projects of cultural cooperation culture and recreation projekte der kulturellen zusammenarbeit österreich - nepal', 'culture project culture and recreation ', 'mali. cultural cooperation culture and recreation ']"
49,7748,49_aids_hiv_std_control,HIV/AIDS STD Control,"['aids', 'hiv', 'std', 'control', 'prevention', 'including', 'sida', 'treatment', 'vih', 'care']","['\nHIV/AIDS STD Control', '', '', '', '', '', '', '', '', '']","['dlgsp-training on hiv/aids std control including hiv/aids ', 'xinjiang hiv/aids prevention and care std control including hiv/aids xinjiang hiv/aids prevention and care', 'assistance for hiv/aids std control including hiv/aids assistance for hiv/aids [population services international]']"
50,3380,50_contributions_negotiates_undergone_admission,Long-standing track record for program contribs,"['contributions', 'negotiates', 'undergone', 'admission', 'procedure', 'standing', 'competences', 'record', 'negotiation', 'successfully']","['\nLong-standing track record for program contribs', '', '', '', '', '', '', '', '', '']","[""p-directorat hnd p-directorat hnd the sdc negotiates programme contributions as part of institutional partnerships. for the assessment and negotiation of programme contributions, which is based on the ngo's overall programme, the organisation is required to have a long-standing track record and have successfully undergone the admission procedure. programme contributions are an investment in the competences and capacities of the ngos and in the relevance of their programmes."", ""élevage domestique élevage domestique the sdc negotiates programme contributions as part of institutional partnerships. for the assessment and negotiation of programme contributions, which is based on the ngo's overall programme, the organisation is required to have a long-standing track record and have successfully undergone the admission procedure. programme contributions are an investment in the competences and capacities of the ngos and in the relevance of their programmes."", ""theologische stipendien theologische stipendien the sdc negotiates programme contributions as part of institutional partnerships. for the assessment and negotiation of programme contributions, which is based on the ngo's overall programme, the organisation is required to have a long-standing track record and have successfully undergone the admission procedure. programme contributions are an investment in the competences and capacities of the ngos and in the relevance of their programmes.""]"
